"Kod";"Nazwa";"ogółem;ogółem;2020;[osoba]";"w wieku produkcyjnym;ogółem;2020;[osoba]";
1422062;"Krzynowłoga Mała (2)";3417;2039;
1422072;"Przasnysz (2)";7204;4374;
1423000;"Powiat przysuski";41126;24771;
1423012;"Borkowice (2)";4234;2512;
1423022;"Gielniów (2)";4456;2659;
1423032;"Klwów (2)";3364;2013;
1423042;"Odrzywół (2)";3695;2263;
1423052;"Potworów (2)";4194;2610;
1423063;"Przysucha (3)";11695;6911;
1423064;"Przysucha - miasto (4)";5769;3347;
1423065;"Przysucha - obszar wiejski (5)";5926;3564;
1423072;"Rusinów (2)";4232;2588;
1423082;"Wieniawa (2)";5256;3215;
1424000;"Powiat pułtuski";51741;31238;
1424012;"Gzy (2)";3736;2232;
1424022;"Obryte (2)";4782;2856;
1424032;"Pokrzywnica (2)";5032;3020;
1424043;"Pułtusk (3)";24619;14795;
1424044;"Pułtusk - miasto (4)";19294;11422;
1424045;"Pułtusk - obszar wiejski (5)";5325;3373;
1424052;"Świercze (2)";4643;2923;
1424062;"Winnica (2)";4101;2437;
1424072;"Zatory (2)";4828;2975;
1425000;"Powiat radomski";152190;93268;
1425011;"Pionki (1)";17902;10438;
1425022;"Gózd (2)";9070;5698;
1425033;"Iłża (3)";14571;8501;
1425034;"Iłża - miasto (4)";4642;2630;
1425035;"Iłża - obszar wiejski (5)";9929;5871;
1425042;"Jastrzębia (2)";7016;4274;
1425052;"Jedlińsk (2)";14623;8949;
1425062;"Jedlnia-Letnisko (2)";12882;8042;
1425072;"Kowala (2)";12273;7761;
1425082;"Pionki (2)";9932;6252;
1425092;"Przytyk (2)";7290;4445;
1425103;"Skaryszew (3)";14821;9161;
1425104;"Skaryszew - miasto (4)";4310;2726;
1425105;"Skaryszew - obszar wiejski (5)";10511;6435;
1425112;"Wierzbica (2)";9608;5904;
1425122;"Wolanów (2)";8894;5543;
1425132;"Zakrzew (2)";13308;8300;
1426000;"Powiat siedlecki";81385;49299;
1426012;"Domanice (2)";2620;1610;
1426022;"Korczew (2)";2554;1494;
1426032;"Kotuń (2)";8490;5152;
1426042;"Mokobody (2)";4922;2955;
1426053;"Mordy (3)";5716;3349;
1426054;"Mordy - miasto (4)";1710;1049;
1426055;"Mordy - obszar wiejski (5)";4006;2300;
1426062;"Paprotnia (2)";2501;1534;
1426072;"Przesmyki (2)";3136;1833;
1426082;"Siedlce (2)";18671;11475;
1426092;"Skórzec (2)";7914;4844;
1426102;"Suchożebry (2)";4652;2806;
1426112;"Wiśniew (2)";5774;3642;
1426122;"Wodynie (2)";4382;2617;
1426132;"Zbuczyn (2)";10053;5988;
1427000;"Powiat sierpecki";51534;31638;
1427011;"Sierpc (1)";17788;10405;
1427022;"Gozdowo (2)";5933;3695;
1427032;"Mochowo (2)";5953;3808;
1427042;"Rościszewo (2)";4098;2588;
1427052;"Sierpc (2)";7004;4397;
1427062;"Szczutowo (2)";4245;2653;
1427072;"Zawidz (2)";6513;4092;
1428000;"Powiat sochaczewski";84804;50324;
1428011;"Sochaczew (1)";35891;20899;
1428022;"Brochów (2)";4375;2599;
1428032;"Iłów (2)";6118;3637;
1428042;"Młodzieszyn (2)";5559;3358;
1428052;"Nowa Sucha (2)";6702;4013;
1428062;"Rybno (2)";3469;2055;
1428072;"Sochaczew (2)";11148;6870;
1428082;"Teresin (2)";11542;6893;
1429000;"Powiat sokołowski";53294;31177;
1429011;"Sokołów Podlaski (1)";18814;10889;
1429022;"Bielany (2)";3558;2048;
1429032;"Ceranów (2)";2126;1249;
1429042;"Jabłonna Lacka (2)";4375;2586;
1429053;"Kosów Lacki (3)";5900;3536;
1429054;"Kosów Lacki - miasto (4)";2071;1284;
1429055;"Kosów Lacki - obszar wiejski (5)";3829;2252;
1429062;"Repki (2)";5091;3017;
1429072;"Sabnie (2)";3574;2045;
1429082;"Sokołów Podlaski (2)";6037;3583;
1429092;"Sterdyń (2)";3819;2224;
1430000;"Powiat szydłowiecki";39340;24111;
1430012;"Chlewiska (2)";5865;3617;
1430022;"Jastrząb (2)";5158;3226;
1430032;"Mirów (2)";3859;2421;
1430042;"Orońsko (2)";5953;3674;
1430053;"Szydłowiec (3)";18505;11173;
1430054;"Szydłowiec - miasto (4)";11557;6854;
1430055;"Szydłowiec - obszar wiejski (5)";6948;4319;
1432000;"Powiat warszawski zachodni";120144;70487;
1432013;"Błonie (3)";21610;12493;
1432014;"Błonie - miasto (4)";12134;6834;
1432015;"Błonie - obszar wiejski (5)";9476;5659;
1432022;"Izabelin (2)";10560;6216;
1432032;"Kampinos (2)";4348;2638;
1432042;"Leszno (2)";10165;6081;
1432053;"Łomianki (3)";27705;16302;
1432054;"Łomianki - miasto (4)";17080;9873;
1432055;"Łomianki - obszar wiejski (5)";10625;6429;
1432063;"Ożarów Mazowiecki (3)";26151;15207;
1432064;"Ożarów Mazowiecki - miasto (4)";12432;7178;
1432065;"Ożarów Mazowiecki - obszar wiejski (5)";13719;8029;
1432072;"Stare Babice (2)";19605;11550;
1433000;"Powiat węgrowski";65410;38651;
1433011;"Węgrów (1)";12452;7319;
1433022;"Grębków (2)";4401;2534;
1433032;"Korytnica (2)";6128;3629;
1433042;"Liw (2)";7325;4392;
1433053;"Łochów (3)";17873;10668;
1433054;"Łochów - miasto (4)";6822;4061;
1433055;"Łochów - obszar wiejski (5)";11051;6607;
1433062;"Miedzna (2)";3801;2207;
1433072;"Sadowne (2)";5789;3451;
1433082;"Stoczek (2)";4923;2903;
1433092;"Wierzbno (2)";2718;1548;
1434000;"Powiat wołomiński";252408;151286;
1434011;"Kobyłka (1)";25149;14999;
1434021;"Marki (1)";36816;22461;
1434031;"Ząbki (1)";38546;23656;
1434041;"Zielonka (1)";17486;10224;
1434052;"Dąbrówka (2)";8188;4883;
1434062;"Jadów (2)";7433;4458;
1434072;"Klembów (2)";10108;6107;
1434082;"Poświętne (2)";6239;3814;
1434093;"Radzymin (3)";27882;16560;
1434094;"Radzymin - miasto (4)";13313;7741;
1434095;"Radzymin - obszar wiejski (5)";14569;8819;
1434102;"Strachówka (2)";2731;1633;
1434113;"Tłuszcz (3)";20104;12298;
1434114;"Tłuszcz - miasto (4)";8167;4874;
1434115;"Tłuszcz - obszar wiejski (5)";11937;7424;
1434123;"Wołomin (3)";51726;30193;
1434124;"Wołomin - miasto (4)";36848;21011;
1434125;"Wołomin - obszar wiejski (5)";14878;9182;
1435000;"Powiat wyszkowski";74210;44867;
1435012;"Brańszczyk (2)";8110;4984;
1435022;"Długosiodło (2)";7768;4770;
1435032;"Rząśnik (2)";6987;4282;
1435042;"Somianka (2)";5626;3367;
1435053;"Wyszków (3)";39708;23903;
1435054;"Wyszków - miasto (4)";26980;15909;
1435055;"Wyszków - obszar wiejski (5)";12728;7994;
1435062;"Zabrodzie (2)";6011;3561;
1436000;"Powiat zwoleński";35875;21702;
1436012;"Kazanów (2)";4475;2754;
1436022;"Policzna (2)";5419;3366;
1436032;"Przyłęk (2)";6082;3639;
1436042;"Tczów (2)";4874;2963;
1436053;"Zwoleń (3)";15025;8980;
1436054;"Zwoleń - miasto (4)";7660;4498;
1436055;"Zwoleń - obszar wiejski (5)";7365;4482;
1437000;"Powiat żuromiński";38202;23250;
1437013;"Bieżuń (3)";4903;3040;
1437014;"Bieżuń - miasto (4)";1829;1129;
1437015;"Bieżuń - obszar wiejski (5)";3074;1911;
1437022;"Kuczbork-Osada (2)";4691;2799;
1437033;"Lubowidz (3)";6796;4096;
1437034;"Lubowidz - miasto (4)";1645;992;
1437035;"Lubowidz - obszar wiejski (5)";5151;3104;
1437042;"Lutocin (2)";4197;2531;
1437052;"Siemiątkowo (2)";3426;2051;
1437063;"Żuromin (3)";14189;8733;
1437064;"Żuromin - miasto (4)";8756;5411;
1437065;"Żuromin - obszar wiejski (5)";5433;3322;
1438000;"Powiat żyrardowski";75370;43828;
1438011;"Żyrardów (1)";39550;22356;
1438023;"Mszczonów (3)";11440;6813;
1438024;"Mszczonów - miasto (4)";6290;3665;
1438025;"Mszczonów - obszar wiejski (5)";5150;3148;
1438032;"Puszcza Mariańska (2)";8673;5110;
1438042;"Radziejowice (2)";5854;3479;
1438052;"Wiskitki (2)";9853;6070;
1461000;"Powiat m.Ostrołęka";51656;30055;
1461011;"Ostrołęka (1)";51656;30055;
1462000;"Powiat m.Płock";118268;68107;
1462011;"Płock (1)";118268;68107;
1463000;"Powiat m.Radom";209296;121775;
1463011;"Radom (1)";209296;121775;
1464000;"Powiat m.Siedlce";77813;44116;
1464011;"Siedlce (1)";77813;44116;
1465000;"Powiat m. st. Warszawa";1794166;1020307;
1465011;"M.st.Warszawa od 2002 (1)";1794166;1020307;
1465028;"Bemowo - dzielnica (8)";125270;68993;
1465038;"Białołęka - dzielnica (8)";132281;81646;
1465048;"Bielany - dzielnica (8)";130848;72044;
1465058;"Mokotów - dzielnica (8)";217424;119219;
1465068;"Ochota - dzielnica (8)";82018;46993;
1465078;"Praga-Południe - dzielnica (8)";180066;100920;
1465088;"Praga-Północ - dzielnica (8)";63442;37740;
1465098;"Rembertów - dzielnica (8)";24679;14513;
1465108;"Śródmieście - dzielnica (8)";111338;63420;
1465118;"Targówek - dzielnica (8)";124742;70382;
1465128;"Ursus - dzielnica (8)";62399;36627;
1465138;"Ursynów - dzielnica (8)";151288;84326;
1465148;"Wawer - dzielnica (8)";79078;44872;
1465158;"Wesoła - dzielnica (8)";25926;15287;
1465168;"Wilanów - dzielnica (8)";43423;24903;
1465178;"Włochy - dzielnica (8)";44343;25869;
1465188;"Wola - dzielnica (8)";142694;82767;
1465198;"Żoliborz - dzielnica (8)";52907;29786;
1600000;"OPOLSKIE";976774;593618;
1601000;"Powiat brzeski";89282;53726;
1601011;"Brzeg (1)";35226;20431;
1601022;"Skarbimierz (2)";8357;5333;
1601033;"Grodków (3)";18984;11456;
1601034;"Grodków - miasto (4)";8501;4954;
1601035;"Grodków - obszar wiejski (5)";10483;6502;
1601043;"Lewin Brzeski (3)";12844;7973;
1601044;"Lewin Brzeski - miasto (4)";5696;3524;
1601045;"Lewin Brzeski - obszar wiejski (5)";7148;4449;
1601052;"Lubsza (2)";8997;5523;
1601062;"Olszanka (2)";4874;3010;
1602000;"Powiat głubczycki";45015;27250;
1602013;"Baborów (3)";5901;3761;
1602014;"Baborów - miasto (4)";2861;1778;
1602015;"Baborów - obszar wiejski (5)";3040;1983;
1602022;"Branice (2)";6363;3834;
1602033;"Głubczyce (3)";22029;13044;
1602034;"Głubczyce - miasto (4)";12441;7221;
1602035;"Głubczyce - obszar wiejski (5)";9588;5823;
1602043;"Kietrz (3)";10722;6611;
1602044;"Kietrz - miasto (4)";5874;3560;
1602045;"Kietrz - obszar wiejski (5)";4848;3051;
1603000;"Powiat kędzierzyńsko-kozielski";93001;56446;
1603011;"Kędzierzyn-Koźle (1)";60021;35603;
1603022;"Bierawa (2)";7895;4870;
1603032;"Cisek (2)";5553;3474;
1603042;"Pawłowiczki (2)";7277;4659;
1603052;"Polska Cerekiew (2)";3956;2512;
1603062;"Reńska Wieś (2)";8299;5328;
1604000;"Powiat kluczborski";65026;40253;
1604013;"Byczyna (3)";9170;5783;
1604014;"Byczyna - miasto (4)";3532;2258;
1604015;"Byczyna - obszar wiejski (5)";5638;3525;
1604023;"Kluczbork (3)";35724;21657;
1604024;"Kluczbork - miasto (4)";23254;13663;
1604025;"Kluczbork - obszar wiejski (5)";12470;7994;
1604032;"Lasowice Wielkie (2)";6803;4486;
1604043;"Wołczyn (3)";13329;8327;
1604044;"Wołczyn - miasto (4)";5787;3549;
1604045;"Wołczyn - obszar wiejski (5)";7542;4778;
1605000;"Powiat krapkowicki";63196;39303;
1605013;"Gogolin (3)";12628;7971;
1605014;"Gogolin - miasto (4)";6765;4231;
1605015;"Gogolin - obszar wiejski (5)";5863;3740;
1605023;"Krapkowice (3)";22337;13472;
1605024;"Krapkowice - miasto (4)";15962;9518;
1605025;"Krapkowice - obszar wiejski (5)";6375;3954;
1605032;"Strzeleczki (2)";7341;4718;
1605042;"Walce (2)";5374;3450;
1605053;"Zdzieszowice (3)";15516;9692;
1605054;"Zdzieszowice - miasto (4)";11246;6966;
1605055;"Zdzieszowice - obszar wiejski (5)";4270;2726;
1606000;"Powiat namysłowski";42543;25682;
1606012;"Domaszowice (2)";3573;2119;
1606023;"Namysłów (3)";26210;15487;
1606024;"Namysłów - miasto (4)";16622;9588;
1606025;"Namysłów - obszar wiejski (5)";9588;5899;
1606032;"Pokój (2)";5144;3245;
1606042;"Świerczów (2)";3259;2057;
1606052;"Wilków (2)";4357;2774;
1607000;"Powiat nyski";134864;81581;
1607013;"Głuchołazy (3)";23413;14182;
1607014;"Głuchołazy - miasto (4)";13388;7833;
1607015;"Głuchołazy - obszar wiejski (5)";10025;6349;
1607022;"Kamiennik (2)";3407;2142;
1607033;"Korfantów (3)";8639;5550;
1607034;"Korfantów - miasto (4)";1771;1116;
1607035;"Korfantów - obszar wiejski (5)";6868;4434;
1607042;"Łambinowice (2)";7388;4570;
1607053;"Nysa (3)";56573;33292;
1607054;"Nysa - miasto (4)";43356;25055;
1607055;"Nysa - obszar wiejski (5)";13217;8237;
1607063;"Otmuchów (3)";13355;8170;
1607064;"Otmuchów - miasto (4)";6474;3926;
1607065;"Otmuchów - obszar wiejski (5)";6881;4244;
1607073;"Paczków (3)";12429;7555;
1607074;"Paczków - miasto (4)";7366;4396;
1607075;"Paczków - obszar wiejski (5)";5063;3159;
1607082;"Pakosławice (2)";3496;2294;
1607092;"Skoroszyce (2)";6164;3826;
1608000;"Powiat oleski";63788;39202;
1608013;"Dobrodzień (3)";9737;6166;
1608014;"Dobrodzień - miasto (4)";3665;2237;
1608015;"Dobrodzień - obszar wiejski (5)";6072;3929;
1608023;"Gorzów Śląski (3)";7108;4475;
1608024;"Gorzów Śląski - miasto (4)";2439;1515;
1608025;"Gorzów Śląski - obszar wiejski (5)";4669;2960;
1608033;"Olesno (3)";17640;11049;
1608034;"Olesno - miasto (4)";9353;5648;
1608035;"Olesno - obszar wiejski (5)";8287;5401;
1608043;"Praszka (3)";13374;7642;
1608044;"Praszka - miasto (4)";7515;4213;
1608045;"Praszka - obszar wiejski (5)";5859;3429;
1608052;"Radłów (2)";4238;2717;
1608062;"Rudniki (2)";8082;4752;
1608072;"Zębowice (2)";3609;2401;
1609000;"Powiat opolski";123532;77217;
1609012;"Chrząstowice (2)";6961;4327;
1609022;"Dąbrowa (2)";8252;5194;
1609032;"Dobrzeń Wielki (2)";9523;6023;
1609042;"Komprachcice (2)";9111;5686;
1609052;"Łubniany (2)";9938;6352;
1609062;"Murów (2)";5277;3389;
1609073;"Niemodlin (3)";13117;8085;
1609074;"Niemodlin - miasto (4)";6223;3810;
1609075;"Niemodlin - obszar wiejski (5)";6894;4275;
1609083;"Ozimek (3)";19449;12213;
1609084;"Ozimek - miasto (4)";8480;5220;
1609085;"Ozimek - obszar wiejski (5)";10969;6993;
1609092;"Popielów (2)";7969;4876;
1609103;"Prószków (3)";9079;5634;
1609104;"Prószków - miasto (4)";2561;1541;
1609105;"Prószków - obszar wiejski (5)";6518;4093;
1609112;"Tarnów Opolski (2)";9632;6176;
1609123;"Tułowice (3)";5195;2962;
1609124;"Tułowice - miasto (4)";4026;2272;
1609125;"Tułowice - obszar wiejski (5)";1169;690;
1609132;"Turawa (2)";10029;6300;
1610000;"Powiat prudnicki";54765;33165;
1610013;"Biała (3)";10544;6556;
1610014;"Biała - miasto (4)";2390;1475;
1610015;"Biała - obszar wiejski (5)";8154;5081;
1610023;"Głogówek (3)";13138;8139;
1610024;"Głogówek - miasto (4)";5563;3408;
1610025;"Głogówek - obszar wiejski (5)";7575;4731;
1610032;"Lubrza (2)";4283;2621;
1610043;"Prudnik (3)";26800;15849;
1610044;"Prudnik - miasto (4)";20671;12034;
1610045;"Prudnik - obszar wiejski (5)";6129;3815;
1611000;"Powiat strzelecki";73923;46012;
1611012;"Izbicko (2)";5413;3404;
1611022;"Jemielnica (2)";7224;4645;
1611033;"Kolonowskie (3)";5863;3662;
1611034;"Kolonowskie - miasto (4)";3296;2070;
1611035;"Kolonowskie - obszar wiejski (5)";2567;1592;
1611043;"Leśnica (3)";7522;4759;
1611044;"Leśnica - miasto (4)";2564;1531;
1611045;"Leśnica - obszar wiejski (5)";4958;3228;
1611053;"Strzelce Opolskie (3)";30269;18384;
1611054;"Strzelce Opolskie - miasto (4)";17657;10382;
1611055;"Strzelce Opolskie - obszar wiejski (5)";12612;8002;
1611063;"Ujazd (3)";6426;4041;
1611064;"Ujazd - miasto (4)";1734;1065;
1611065;"Ujazd - obszar wiejski (5)";4692;2976;
1611073;"Zawadzkie (3)";11206;7117;
1611074;"Zawadzkie - miasto (4)";7032;4405;
1611075;"Zawadzkie - obszar wiejski (5)";4174;2712;
1661000;"Powiat m.Opole";127839;73781;
1661011;"Opole (1)";127839;73781;
1800000;"PODKARPACKIE";2121229;1295540;
1801000;"Powiat bieszczadzki";21489;13485;
1801032;"Czarna (2)";2378;1562;
1801052;"Lutowiska (2)";2037;1335;
1801083;"Ustrzyki Dolne (3)";17074;10588;
1801084;"Ustrzyki Dolne - miasto (4)";8917;5345;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";8157;5243;
1802000;"Powiat brzozowski";65373;39965;
1802013;"Brzozów (3)";26553;16127;
1802014;"Brzozów - miasto (4)";7425;4264;
1802015;"Brzozów - obszar wiejski (5)";19128;11863;
1802022;"Domaradz (2)";6055;3774;
1802032;"Dydnia (2)";7886;4931;
1802042;"Haczów (2)";9114;5477;
1802052;"Jasienica Rosielna (2)";7853;4884;
1802062;"Nozdrzec (2)";7912;4772;
1803000;"Powiat dębicki";134991;82953;
1803011;"Dębica (1)";45189;26757;
1803023;"Brzostek (3)";12944;8104;
1803024;"Brzostek - miasto (4)";2749;1754;
1803025;"Brzostek - obszar wiejski (5)";10195;6350;
1803032;"Czarna (2)";13158;8300;
1803042;"Dębica (2)";25880;16173;
1803052;"Jodłowa (2)";5310;3308;
1803063;"Pilzno (3)";18233;11280;
1803064;"Pilzno - miasto (4)";4958;2990;
1803065;"Pilzno - obszar wiejski (5)";13275;8290;
1803072;"Żyraków (2)";14277;9031;
1804000;"Powiat jarosławski";119727;73386;
1804011;"Jarosław (1)";37073;21716;
1804021;"Radymno (1)";5214;3362;
1804032;"Chłopice (2)";5524;3458;
1804042;"Jarosław (2)";13228;8248;
1804052;"Laszki (2)";6903;4253;
1804062;"Pawłosiów (2)";8429;5295;
1804073;"Pruchnik (3)";9654;6019;
1804074;"Pruchnik - miasto (4)";3740;2351;
1804075;"Pruchnik - obszar wiejski (5)";5914;3668;
1804082;"Radymno (2)";11394;7076;
1804092;"Rokietnica (2)";4313;2674;
1804102;"Roźwienica (2)";6252;3893;
1804112;"Wiązownica (2)";11743;7392;
1805000;"Powiat jasielski";112863;69800;
1805011;"Jasło (1)";34542;20573;
1805022;"Brzyska (2)";6523;4133;
1805032;"Dębowiec (2)";8844;5522;
1805042;"Jasło (2)";16227;10247;
1805053;"Kołaczyce (3)";8920;5664;
1805054;"Kołaczyce - miasto (4)";1427;853;
1805055;"Kołaczyce - obszar wiejski (5)";7493;4811;
1805062;"Krempna (2)";1848;1210;
1805072;"Nowy Żmigród (2)";8933;5604;
1805082;"Osiek Jasielski (2)";5357;3387;
1805092;"Skołyszyn (2)";12518;7825;
1805112;"Tarnowiec (2)";9151;5635;
1806000;"Powiat kolbuszowski";62039;39513;
1806012;"Cmolas (2)";8045;5166;
1806023;"Kolbuszowa (3)";24638;15617;
1806024;"Kolbuszowa - miasto (4)";8922;5471;
1806025;"Kolbuszowa - obszar wiejski (5)";15716;10146;
1806032;"Majdan Królewski (2)";9811;6298;
1806042;"Niwiska (2)";6066;3831;
1806052;"Raniżów (2)";6999;4413;
1806062;"Dzikowiec (2)";6480;4188;
1807000;"Powiat krośnieński";111905;67906;
1807012;"Chorkówka (2)";13451;8248;
1807023;"Dukla (3)";14476;8810;
1807024;"Dukla - miasto (4)";2044;1229;
1807025;"Dukla - obszar wiejski (5)";12432;7581;
1807033;"Iwonicz-Zdrój (3)";10787;6523;
1807034;"Iwonicz-Zdrój - miasto (4)";1742;964;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";9045;5559;
1807043;"Jedlicze (3)";15335;9260;
1807044;"Jedlicze - miasto (4)";5658;3377;
1807045;"Jedlicze - obszar wiejski (5)";9677;5883;
1807052;"Korczyna (2)";11143;6753;
1807062;"Krościenko Wyżne (2)";5601;3471;
1807072;"Miejsce Piastowe (2)";13705;8382;
1807083;"Rymanów (3)";15877;9401;
1807084;"Rymanów - miasto (4)";3774;2204;
1807085;"Rymanów - obszar wiejski (5)";12103;7197;
1807092;"Wojaszówka (2)";9360;5730;
1807102;"Jaśliska (2)";2170;1328;
1808000;"Powiat leżajski";68996;42643;
1808011;"Leżajsk (1)";13585;8033;
1808022;"Grodzisko Dolne (2)";7966;4934;
1808032;"Kuryłówka (2)";5700;3547;
1808042;"Leżajsk (2)";20256;12708;
1808053;"Nowa Sarzyna (3)";21489;13421;
1808054;"Nowa Sarzyna - miasto (4)";5740;3362;
1808055;"Nowa Sarzyna - obszar wiejski (5)";15749;10059;
1809000;"Powiat lubaczowski";54711;34037;
1809011;"Lubaczów (1)";11830;7149;
1809023;"Cieszanów (3)";7073;4469;
1809024;"Cieszanów - miasto (4)";1922;1211;
1809025;"Cieszanów - obszar wiejski (5)";5151;3258;
1809032;"Horyniec-Zdrój (2)";4576;2856;
1809042;"Lubaczów (2)";9168;5856;
1809053;"Narol (3)";7871;4875;
1809054;"Narol - miasto (4)";2040;1293;
1809055;"Narol - obszar wiejski (5)";5831;3582;
1809063;"Oleszyce (3)";6296;3907;
1809064;"Oleszyce - miasto (4)";2948;1867;
1809065;"Oleszyce - obszar wiejski (5)";3348;2040;
1809072;"Stary Dzików (2)";4120;2545;
1809082;"Wielkie Oczy (2)";3777;2380;
1810000;"Powiat łańcucki";81226;48730;
1810011;"Łańcut (1)";17675;10246;
1810022;"Białobrzegi (2)";8733;5336;
1810032;"Czarna (2)";11902;7373;
1810042;"Łańcut (2)";22026;13114;
1810052;"Markowa (2)";6480;3946;
1810062;"Rakszawa (2)";7373;4445;
1810072;"Żołynia (2)";7037;4270;
1811000;"Powiat mielecki";136441;82884;
1811011;"Mielec (1)";60075;35144;
1811022;"Borowa (2)";5490;3462;
1811032;"Czermin (2)";7073;4514;
1811042;"Gawłuszowice (2)";2722;1708;
1811052;"Mielec (2)";13445;8483;
1811062;"Padew Narodowa (2)";5358;3230;
1811073;"Przecław (3)";12014;7395;
1811074;"Przecław - miasto (4)";1788;1134;
1811075;"Przecław - obszar wiejski (5)";10226;6261;
1811083;"Radomyśl Wielki (3)";14272;8911;
1811084;"Radomyśl Wielki - miasto (4)";3225;2090;
1811085;"Radomyśl Wielki - obszar wiejski (5)";11047;6821;
1811092;"Tuszów Narodowy (2)";8254;5175;
1811102;"Wadowice Górne (2)";7738;4862;
1812000;"Powiat niżański";66221;42138;
1812012;"Harasiuki (2)";6049;3977;
1812022;"Jarocin (2)";5368;3469;
1812032;"Jeżowe (2)";10100;6506;
1812042;"Krzeszów (2)";4228;2611;
1812053;"Nisko (3)";22186;14136;
1812054;"Nisko - miasto (4)";15193;9704;
1812055;"Nisko - obszar wiejski (5)";6993;4432;
1812063;"Rudnik nad Sanem (3)";10076;6259;
1812064;"Rudnik nad Sanem - miasto (4)";6677;4061;
1812065;"Rudnik nad Sanem - obszar wiejski (5)";3399;2198;
1812073;"Ulanów (3)";8214;5180;
1812074;"Ulanów - miasto (4)";1427;813;
1812075;"Ulanów - obszar wiejski (5)";6787;4367;
1813000;"Powiat przemyski";73919;46667;
1813012;"Bircza (2)";6470;4195;
1813022;"Dubiecko (2)";9139;5580;
1813032;"Fredropol (2)";5393;3462;
1813042;"Krasiczyn (2)";5172;3252;
1813052;"Krzywcza (2)";4801;3013;
1813062;"Medyka (2)";6559;4188;
1813072;"Orły (2)";8873;5543;
1813082;"Przemyśl (2)";10709;6867;
1813092;"Stubno (2)";3863;2426;
1813102;"Żurawica (2)";12940;8141;
1814000;"Powiat przeworski";77979;47900;
1814011;"Przeworsk (1)";15105;8940;
1814022;"Adamówka (2)";4025;2545;
1814032;"Gać (2)";4576;2757;
1814042;"Jawornik Polski (2)";4406;2697;
1814053;"Kańczuga (3)";12285;7529;
1814054;"Kańczuga - miasto (4)";3131;1989;
1814055;"Kańczuga - obszar wiejski (5)";9154;5540;
1814062;"Przeworsk (2)";14851;9088;
1814073;"Sieniawa (3)";7022;4496;
1814074;"Sieniawa - miasto (4)";2132;1389;
1814075;"Sieniawa - obszar wiejski (5)";4890;3107;
1814082;"Tryńcza (2)";8498;5378;
1814092;"Zarzecze (2)";7211;4470;
1815000;"Powiat ropczycko-sędziszowski";74573;45693;
1815012;"Iwierzyce (2)";7735;4801;
1815022;"Ostrów (2)";7346;4641;
1815033;"Ropczyce (3)";27533;16781;
1815034;"Ropczyce - miasto (4)";15864;9570;
1815035;"Ropczyce - obszar wiejski (5)";11669;7211;
1815043;"Sędziszów Małopolski (3)";23865;14449;
1815044;"Sędziszów Małopolski - miasto (4)";12415;7392;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";11450;7057;
1815052;"Wielopole Skrzyńskie (2)";8094;5021;
1816000;"Powiat rzeszowski";170550;104898;
1816011;"Dynów (1)";6063;3700;
1816023;"Błażowa (3)";10835;6645;
1816024;"Błażowa - miasto (4)";2148;1286;
1816025;"Błażowa - obszar wiejski (5)";8687;5359;
1816033;"Boguchwała (3)";20916;12692;
1816034;"Boguchwała - miasto (4)";6140;3730;
1816035;"Boguchwała - obszar wiejski (5)";14776;8962;
1816042;"Chmielnik (2)";6968;4279;
1816052;"Dynów (2)";6836;4194;
1816063;"Głogów Małopolski (3)";19945;12317;
1816064;"Głogów Małopolski - miasto (4)";8689;5361;
1816065;"Głogów Małopolski - obszar wiejski (5)";11256;6956;
1816072;"Hyżne (2)";7036;4311;
1816082;"Kamień (2)";6848;4491;
1816092;"Krasne (2)";11809;7224;
1816102;"Lubenia (2)";6432;3953;
1816113;"Sokołów Małopolski (3)";17268;10655;
1816114;"Sokołów Małopolski - miasto (4)";4210;2573;
1816115;"Sokołów Małopolski - obszar wiejski (5)";13058;8082;
1816122;"Świlcza (2)";16299;9971;
1816132;"Trzebownisko (2)";22633;13981;
1816143;"Tyczyn (3)";10662;6485;
1816144;"Tyczyn - miasto (4)";3983;2379;
1816145;"Tyczyn - obszar wiejski (5)";6679;4106;
1817000;"Powiat sanocki";93818;56882;
1817011;"Sanok (1)";36999;21777;
1817022;"Besko (2)";4489;2771;
1817032;"Bukowsko (2)";5463;3325;
1817042;"Komańcza (2)";4466;2864;
1817052;"Sanok (2)";18113;11211;
1817062;"Tyrawa Wołoska (2)";1976;1267;
1817073;"Zagórz (3)";13072;8027;
1817074;"Zagórz - miasto (4)";5093;3090;
1817075;"Zagórz - obszar wiejski (5)";7979;4937;
1817082;"Zarszyn (2)";9240;5640;
1818000;"Powiat stalowowolski";105431;63446;
1818011;"Stalowa Wola (1)";59623;34627;
1818022;"Bojanów (2)";7621;4997;
1818032;"Pysznica (2)";11335;7284;
1818042;"Radomyśl nad Sanem (2)";7331;4521;
1818053;"Zaklików (3)";8497;5209;
1818054;"Zaklików - miasto (4)";2954;1775;
1818055;"Zaklików - obszar wiejski (5)";5543;3434;
1818062;"Zaleszany (2)";11024;6808;
1819000;"Powiat strzyżowski";61161;37944;
1819012;"Czudec (2)";11777;7229;
1819022;"Frysztak (2)";10338;6521;
1819032;"Niebylec (2)";10537;6547;
1819043;"Strzyżów (3)";20521;12629;
1819044;"Strzyżów - miasto (4)";8781;5252;
