"Kod";"Nazwa";"ludność korzystająca z  sieci kanalizacyjnej;2020;[osoba]";
3007032;"Ceków-Kolonia (2)";2504;
3007042;"Godziesze Wielkie (2)";3387;
3007052;"Koźminek (2)";2876;
3007062;"Lisków (2)";1466;
3007072;"Mycielin (2)";664;
3007083;"Opatówek (3)";4132;
3007084;"Opatówek - miasto (4)";602;
3007085;"Opatówek - obszar wiejski (5)";3530;
3007093;"Stawiszyn (3)";3268;
3007094;"Stawiszyn - miasto (4)";1458;
3007095;"Stawiszyn - obszar wiejski (5)";1810;
3007102;"Szczytniki (2)";1283;
3007112;"Żelazków (2)";4622;
3008000;"Powiat kępiński";39427;
3008012;"Baranów (2)";5643;
3008022;"Bralin (2)";3800;
3008033;"Kępno (3)";20457;
3008034;"Kępno - miasto (4)";12955;
3008035;"Kępno - obszar wiejski (5)";7502;
3008042;"Łęka Opatowska (2)";2272;
3008052;"Perzów (2)";2023;
3008062;"Rychtal (2)";2780;
3008072;"Trzcinica (2)";2452;
3009000;"Powiat kolski";39931;
3009011;"Koło (1)";18890;
3009022;"Babiak (2)";3329;
3009032;"Chodów (2)";398;
3009043;"Dąbie (3)";1577;
3009044;"Dąbie - miasto (4)";1577;
3009052;"Grzegorzew (2)";1658;
3009063;"Kłodawa (3)";5481;
3009064;"Kłodawa - miasto (4)";5122;
3009065;"Kłodawa - obszar wiejski (5)";359;
3009072;"Koło (2)";1505;
3009082;"Kościelec (2)";1817;
3009092;"Olszówka (2)";1012;
3009102;"Osiek Mały (2)";2893;
3009113;"Przedecz (3)";1371;
3009114;"Przedecz - miasto (4)";1293;
3009115;"Przedecz - obszar wiejski (5)";78;
3010000;"Powiat koniński";52833;
3010013;"Golina (3)";4434;
3010014;"Golina - miasto (4)";4434;
3010022;"Grodziec (2)";722;
3010032;"Kazimierz Biskupi (2)";8200;
3010043;"Kleczew (3)";6861;
3010044;"Kleczew - miasto (4)";4074;
3010045;"Kleczew - obszar wiejski (5)";2787;
3010052;"Kramsk (2)";1752;
3010062;"Krzymów (2)";2141;
3010073;"Rychwał (3)";1992;
3010074;"Rychwał - miasto (4)";1992;
3010082;"Rzgów (2)";2866;
3010092;"Skulsk (2)";1671;
3010103;"Sompolno (3)";4186;
3010104;"Sompolno - miasto (4)";2722;
3010105;"Sompolno - obszar wiejski (5)";1464;
3010112;"Stare Miasto (2)";4282;
3010123;"Ślesin (3)";9466;
3010124;"Ślesin - miasto (4)";2900;
3010125;"Ślesin - obszar wiejski (5)";6566;
3010132;"Wierzbinek (2)";463;
3010142;"Wilczyn (2)";3797;
3011000;"Powiat kościański";59430;
3011011;"Kościan (1)";22633;
3011023;"Czempiń (3)";8714;
3011024;"Czempiń - miasto (4)";4809;
3011025;"Czempiń - obszar wiejski (5)";3905;
3011032;"Kościan (2)";11687;
3011043;"Krzywiń (3)";3634;
3011044;"Krzywiń - miasto (4)";1514;
3011045;"Krzywiń - obszar wiejski (5)";2120;
3011053;"Śmigiel (3)";12762;
3011054;"Śmigiel - miasto (4)";4480;
3011055;"Śmigiel - obszar wiejski (5)";8282;
3012000;"Powiat krotoszyński";45901;
3012011;"Sulmierzyce (1)";2204;
3012023;"Kobylin (3)";3369;
3012024;"Kobylin - miasto (4)";2574;
3012025;"Kobylin - obszar wiejski (5)";795;
3012033;"Koźmin Wielkopolski (3)";4910;
3012034;"Koźmin Wielkopolski - miasto (4)";4910;
3012043;"Krotoszyn (3)";28058;
3012044;"Krotoszyn - miasto (4)";24967;
3012045;"Krotoszyn - obszar wiejski (5)";3091;
3012052;"Rozdrażew (2)";3560;
3012063;"Zduny (3)";3800;
3012064;"Zduny - miasto (4)";3800;
3013000;"Powiat leszczyński";36232;
3013012;"Krzemieniewo (2)";6061;
3013022;"Lipno (2)";4750;
3013033;"Osieczna (3)";6400;
3013034;"Osieczna - miasto (4)";2328;
3013035;"Osieczna - obszar wiejski (5)";4072;
3013043;"Rydzyna (3)";5372;
3013044;"Rydzyna - miasto (4)";2042;
3013045;"Rydzyna - obszar wiejski (5)";3330;
3013052;"Święciechowa (2)";5341;
3013062;"Wijewo (2)";2006;
3013072;"Włoszakowice (2)";6302;
3014000;"Powiat międzychodzki";24332;
3014012;"Chrzypsko Wielkie (2)";901;
3014022;"Kwilcz (2)";3708;
3014033;"Międzychód (3)";13523;
3014034;"Międzychód - miasto (4)";9780;
3014035;"Międzychód - obszar wiejski (5)";3743;
3014043;"Sieraków (3)";6200;
3014044;"Sieraków - miasto (4)";5531;
3014045;"Sieraków - obszar wiejski (5)";669;
3015000;"Powiat nowotomyski";45749;
3015012;"Kuślin (2)";1207;
3015023;"Lwówek (3)";5229;
3015024;"Lwówek - miasto (4)";2932;
3015025;"Lwówek - obszar wiejski (5)";2297;
3015032;"Miedzichowo (2)";1683;
3015043;"Nowy Tomyśl (3)";20084;
3015044;"Nowy Tomyśl - miasto (4)";14304;
3015045;"Nowy Tomyśl - obszar wiejski (5)";5780;
3015053;"Opalenica (3)";9547;
3015054;"Opalenica - miasto (4)";7492;
3015055;"Opalenica - obszar wiejski (5)";2055;
3015063;"Zbąszyń (3)";7999;
3015064;"Zbąszyń - miasto (4)";5238;
3015065;"Zbąszyń - obszar wiejski (5)";2761;
3016000;"Powiat obornicki";43282;
3016013;"Oborniki (3)";27972;
3016014;"Oborniki - miasto (4)";16868;
3016015;"Oborniki - obszar wiejski (5)";11104;
3016023;"Rogoźno (3)";11699;
3016024;"Rogoźno - miasto (4)";10208;
3016025;"Rogoźno - obszar wiejski (5)";1491;
3016032;"Ryczywół (2)";3611;
3017000;"Powiat ostrowski";105810;
3017011;"Ostrów Wielkopolski (1)";66035;
3017023;"Nowe Skalmierzyce (3)";9085;
3017024;"Nowe Skalmierzyce - miasto (4)";4568;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";4517;
3017033;"Odolanów (3)";6378;
3017034;"Odolanów - miasto (4)";4289;
3017035;"Odolanów - obszar wiejski (5)";2089;
3017042;"Ostrów Wielkopolski (2)";10554;
3017052;"Przygodzice (2)";4942;
3017063;"Raszków (3)";5134;
3017064;"Raszków - miasto (4)";1682;
3017065;"Raszków - obszar wiejski (5)";3452;
3017072;"Sieroszewice (2)";2905;
3017082;"Sośnie (2)";777;
3018000;"Powiat ostrzeszowski";31230;
3018022;"Doruchów (2)";2082;
3018033;"Grabów nad Prosną (3)";3358;
3018034;"Grabów nad Prosną - miasto (4)";1770;
3018035;"Grabów nad Prosną - obszar wiejski (5)";1588;
3018042;"Kobyla Góra (2)";3196;
3018052;"Kraszewice (2)";1964;
3018063;"Mikstat (3)";5320;
3018064;"Mikstat - miasto (4)";1742;
3018065;"Mikstat - obszar wiejski (5)";3578;
3018073;"Ostrzeszów (3)";15310;
3018074;"Ostrzeszów - miasto (4)";12612;
3018075;"Ostrzeszów - obszar wiejski (5)";2698;
3019000;"Powiat pilski";113135;
3019011;"Piła (1)";69235;
3019022;"Białośliwie (2)";3601;
3019032;"Kaczory (2)";7083;
3019043;"Łobżenica (3)";4900;
3019044;"Łobżenica - miasto (4)";2632;
3019045;"Łobżenica - obszar wiejski (5)";2268;
3019052;"Miasteczko Krajeńskie (2)";2244;
3019062;"Szydłowo (2)";5632;
3019073;"Ujście (3)";6054;
3019074;"Ujście - miasto (4)";3193;
3019075;"Ujście - obszar wiejski (5)";2861;
3019083;"Wyrzysk (3)";10588;
3019084;"Wyrzysk - miasto (4)";4030;
3019085;"Wyrzysk - obszar wiejski (5)";6558;
3019093;"Wysoka (3)";3798;
3019094;"Wysoka - miasto (4)";2412;
3019095;"Wysoka - obszar wiejski (5)";1386;
3020000;"Powiat pleszewski";34061;
3020013;"Chocz (3)";1104;
3020014;"Chocz - miasto (4)";1104;
3020022;"Czermin (2)";594;
3020033;"Dobrzyca (3)";3775;
3020034;"Dobrzyca - miasto (4)";2977;
3020035;"Dobrzyca - obszar wiejski (5)";798;
3020042;"Gizałki (2)";1649;
3020052;"Gołuchów (2)";6099;
3020063;"Pleszew (3)";20840;
3020064;"Pleszew - miasto (4)";14535;
3020065;"Pleszew - obszar wiejski (5)";6305;
3021000;"Powiat poznański";326036;
3021011;"Luboń (1)";26208;
3021021;"Puszczykowo (1)";8301;
3021033;"Buk (3)";7814;
3021034;"Buk - miasto (4)";4892;
3021035;"Buk - obszar wiejski (5)";2922;
3021042;"Czerwonak (2)";21132;
3021052;"Dopiewo (2)";26478;
3021062;"Kleszczewo (2)";5897;
3021072;"Komorniki (2)";25711;
3021083;"Kostrzyn (3)";15550;
3021084;"Kostrzyn - miasto (4)";9240;
3021085;"Kostrzyn - obszar wiejski (5)";6310;
3021093;"Kórnik (3)";16925;
3021094;"Kórnik - miasto (4)";7704;
3021095;"Kórnik - obszar wiejski (5)";9221;
3021103;"Mosina (3)";25398;
3021104;"Mosina - miasto (4)";13679;
3021105;"Mosina - obszar wiejski (5)";11719;
3021113;"Murowana Goślina (3)";14068;
3021114;"Murowana Goślina - miasto (4)";8225;
3021115;"Murowana Goślina - obszar wiejski (5)";5843;
3021123;"Pobiedziska (3)";15527;
3021124;"Pobiedziska - miasto (4)";7730;
3021125;"Pobiedziska - obszar wiejski (5)";7797;
3021132;"Rokietnica (2)";14247;
3021143;"Stęszew (3)";12380;
3021144;"Stęszew - miasto (4)";5818;
3021145;"Stęszew - obszar wiejski (5)";6562;
3021152;"Suchy Las (2)";14143;
3021163;"Swarzędz (3)";47372;
3021164;"Swarzędz - miasto (4)";27512;
3021165;"Swarzędz - obszar wiejski (5)";19860;
3021172;"Tarnowo Podgórne (2)";28885;
3022000;"Powiat rawicki";40833;
3022013;"Bojanowo (3)";7287;
3022014;"Bojanowo - miasto (4)";2727;
3022015;"Bojanowo - obszar wiejski (5)";4560;
3022023;"Jutrosin (3)";3033;
3022024;"Jutrosin - miasto (4)";1964;
3022025;"Jutrosin - obszar wiejski (5)";1069;
3022033;"Miejska Górka (3)";5100;
3022034;"Miejska Górka - miasto (4)";2741;
3022035;"Miejska Górka - obszar wiejski (5)";2359;
3022042;"Pakosław (2)";3238;
3022053;"Rawicz (3)";22175;
3022054;"Rawicz - miasto (4)";18374;
3022055;"Rawicz - obszar wiejski (5)";3801;
3023000;"Powiat słupecki";32546;
3023011;"Słupca (1)";12340;
3023022;"Lądek (2)";1848;
3023032;"Orchowo (2)";1839;
3023042;"Ostrowite (2)";2262;
3023052;"Powidz (2)";1954;
3023062;"Słupca (2)";3876;
3023072;"Strzałkowo (2)";5467;
3023083;"Zagórów (3)";2960;
3023084;"Zagórów - miasto (4)";2372;
3023085;"Zagórów - obszar wiejski (5)";588;
3024000;"Powiat szamotulski";64671;
3024011;"Obrzycko (1)";2295;
3024022;"Duszniki (2)";5205;
3024032;"Kaźmierz (2)";4619;
3024042;"Obrzycko (2)";3194;
3024053;"Ostroróg (3)";2243;
3024054;"Ostroróg - miasto (4)";1436;
3024055;"Ostroróg - obszar wiejski (5)";807;
3024063;"Pniewy (3)";8530;
3024064;"Pniewy - miasto (4)";7354;
3024065;"Pniewy - obszar wiejski (5)";1176;
3024073;"Szamotuły (3)";26852;
3024074;"Szamotuły - miasto (4)";17389;
3024075;"Szamotuły - obszar wiejski (5)";9463;
3024083;"Wronki (3)";11733;
3024084;"Wronki - miasto (4)";10643;
3024085;"Wronki - obszar wiejski (5)";1090;
3025000;"Powiat średzki";40861;
3025012;"Dominowo (2)";2109;
3025022;"Krzykosy (2)";1227;
3025032;"Nowe Miasto nad Wartą (2)";4880;
3025043;"Środa Wielkopolska (3)";27560;
3025044;"Środa Wielkopolska - miasto (4)";20180;
3025045;"Środa Wielkopolska - obszar wiejski (5)";7380;
3025052;"Zaniemyśl (2)";5085;
3026000;"Powiat śremski";47114;
3026012;"Brodnica (2)";3155;
3026023;"Dolsk (3)";2454;
3026024;"Dolsk - miasto (4)";1092;
3026025;"Dolsk - obszar wiejski (5)";1362;
3026033;"Książ Wielkopolski (3)";2814;
3026034;"Książ Wielkopolski - miasto (4)";2635;
3026035;"Książ Wielkopolski - obszar wiejski (5)";179;
3026043;"Śrem (3)";38691;
3026044;"Śrem - miasto (4)";28125;
3026045;"Śrem - obszar wiejski (5)";10566;
3027000;"Powiat turecki";41099;
3027011;"Turek (1)";25346;
3027022;"Brudzew (2)";1900;
3027033;"Dobra (3)";1223;
3027034;"Dobra - miasto (4)";1223;
3027042;"Kawęczyn (2)";1205;
3027052;"Malanów (2)";1427;
3027062;"Przykona (2)";3489;
3027073;"Tuliszków (3)";3049;
3027074;"Tuliszków - miasto (4)";2404;
3027075;"Tuliszków - obszar wiejski (5)";645;
3027082;"Turek (2)";1267;
3027092;"Władysławów (2)";2193;
3028000;"Powiat wągrowiecki";47762;
3028011;"Wągrowiec (1)";23984;
3028022;"Damasławek (2)";3445;
3028033;"Gołańcz (3)";3462;
3028034;"Gołańcz - miasto (4)";2409;
3028035;"Gołańcz - obszar wiejski (5)";1053;
3028042;"Mieścisko (2)";2957;
3028053;"Skoki (3)";7781;
3028054;"Skoki - miasto (4)";4444;
3028055;"Skoki - obszar wiejski (5)";3337;
3028062;"Wapno (2)";1961;
3028072;"Wągrowiec (2)";4172;
3029000;"Powiat wolsztyński";43762;
3029012;"Przemęt (2)";8590;
3029022;"Siedlec (2)";6564;
3029033;"Wolsztyn (3)";28608;
3029034;"Wolsztyn - miasto (4)";12630;
3029035;"Wolsztyn - obszar wiejski (5)";15978;
3030000;"Powiat wrzesiński";46030;
3030012;"Kołaczkowo (2)";2380;
3030023;"Miłosław (3)";5830;
3030024;"Miłosław - miasto (4)";3081;
3030025;"Miłosław - obszar wiejski (5)";2749;
3030033;"Nekla (3)";3150;
3030034;"Nekla - miasto (4)";3117;
3030035;"Nekla - obszar wiejski (5)";33;
3030043;"Pyzdry (3)";3100;
3030044;"Pyzdry - miasto (4)";2666;
3030045;"Pyzdry - obszar wiejski (5)";434;
3030053;"Września (3)";31570;
3030054;"Września - miasto (4)";28675;
3030055;"Września - obszar wiejski (5)";2895;
3031000;"Powiat złotowski";49569;
3031011;"Złotów (1)";17728;
3031023;"Jastrowie (3)";6915;
3031024;"Jastrowie - miasto (4)";6402;
3031025;"Jastrowie - obszar wiejski (5)";513;
3031033;"Krajenka (3)";6322;
3031034;"Krajenka - miasto (4)";3448;
3031035;"Krajenka - obszar wiejski (5)";2874;
3031042;"Lipka (2)";2176;
3031053;"Okonek (3)";5228;
3031054;"Okonek - miasto (4)";3007;
3031055;"Okonek - obszar wiejski (5)";2221;
3031062;"Tarnówka (2)";2129;
3031072;"Zakrzewo (2)";3238;
3031082;"Złotów (2)";5833;
3061000;"Powiat m.Kalisz";89367;
3061011;"Kalisz (1)";89367;
3062000;"Powiat m.Konin";67618;
3062011;"Konin (1)";67618;
3063000;"Powiat m.Leszno";61590;
3063011;"Leszno (1)";61590;
3064000;"Powiat m.Poznań";504862;
3064011;"Poznań (1)";504862;
3200000;"ZACHODNIOPOMORSKIE";1362604;
3201000;"Powiat białogardzki";39799;
3201011;"Białogard (1)";21302;
3201022;"Białogard (2)";5541;
3201033;"Karlino (3)";8254;
3201034;"Karlino - miasto (4)";5624;
3201035;"Karlino - obszar wiejski (5)";2630;
3201043;"Tychowo (3)";4702;
3201044;"Tychowo - miasto (4)";2232;
3201045;"Tychowo - obszar wiejski (5)";2470;
3202000;"Powiat choszczeński";37244;
3202012;"Bierzwnik (2)";2916;
3202023;"Choszczno (3)";17728;
3202024;"Choszczno - miasto (4)";14085;
3202025;"Choszczno - obszar wiejski (5)";3643;
3202033;"Drawno (3)";3189;
3202034;"Drawno - miasto (4)";1928;
3202035;"Drawno - obszar wiejski (5)";1261;
3202042;"Krzęcin (2)";2147;
3202053;"Pełczyce (3)";7150;
3202054;"Pełczyce - miasto (4)";2453;
3202055;"Pełczyce - obszar wiejski (5)";4697;
3202063;"Recz (3)";4114;
3202064;"Recz - miasto (4)";2493;
3202065;"Recz - obszar wiejski (5)";1621;
3203000;"Powiat drawski";42062;
3203013;"Czaplinek (3)";6862;
3203014;"Czaplinek - miasto (4)";6593;
3203015;"Czaplinek - obszar wiejski (5)";269;
3203023;"Drawsko Pomorskie (3)";13120;
3203024;"Drawsko Pomorskie - miasto (4)";9773;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";3347;
3203033;"Kalisz Pomorski (3)";4651;
3203034;"Kalisz Pomorski - miasto (4)";2634;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2017;
3203052;"Wierzchowo (2)";2475;
3203063;"Złocieniec (3)";14954;
3203064;"Złocieniec - miasto (4)";12120;
3203065;"Złocieniec - obszar wiejski (5)";2834;
3204000;"Powiat goleniowski";60194;
3204023;"Goleniów (3)";30968;
3204024;"Goleniów - miasto (4)";20430;
3204025;"Goleniów - obszar wiejski (5)";10538;
3204033;"Maszewo (3)";4494;
3204034;"Maszewo - miasto (4)";3108;
3204035;"Maszewo - obszar wiejski (5)";1386;
3204043;"Nowogard (3)";16751;
3204044;"Nowogard - miasto (4)";15644;
3204045;"Nowogard - obszar wiejski (5)";1107;
3204052;"Osina (2)";1716;
3204062;"Przybiernów (2)";1584;
3204073;"Stepnica (3)";4681;
3204074;"Stepnica - miasto (4)";2410;
3204075;"Stepnica - obszar wiejski (5)";2271;
3205000;"Powiat gryficki";39946;
3205012;"Brojce (2)";1308;
3205023;"Gryfice (3)";16509;
3205024;"Gryfice - miasto (4)";14761;
3205025;"Gryfice - obszar wiejski (5)";1748;
3205032;"Karnice (2)";2416;
3205043;"Płoty (3)";4258;
3205044;"Płoty - miasto (4)";2590;
3205045;"Płoty - obszar wiejski (5)";1668;
3205072;"Rewal (2)";3840;
3205083;"Trzebiatów (3)";11615;
3205084;"Trzebiatów - miasto (4)";8380;
3205085;"Trzebiatów - obszar wiejski (5)";3235;
3206000;"Powiat gryfiński";55506;
3206012;"Banie (2)";2735;
3206023;"Cedynia (3)";1564;
3206024;"Cedynia - miasto (4)";1269;
3206025;"Cedynia - obszar wiejski (5)";295;
3206033;"Chojna (3)";7962;
3206034;"Chojna - miasto (4)";5913;
3206035;"Chojna - obszar wiejski (5)";2049;
3206043;"Gryfino (3)";26164;
3206044;"Gryfino - miasto (4)";20844;
3206045;"Gryfino - obszar wiejski (5)";5320;
3206053;"Mieszkowice (3)";5343;
3206054;"Mieszkowice - miasto (4)";3131;
3206055;"Mieszkowice - obszar wiejski (5)";2212;
3206063;"Moryń (3)";2329;
3206064;"Moryń - miasto (4)";1425;
3206065;"Moryń - obszar wiejski (5)";904;
3206072;"Stare Czarnowo (2)";2754;
3206083;"Trzcińsko-Zdrój (3)";4864;
3206084;"Trzcińsko-Zdrój - miasto (4)";2059;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";2805;
3206092;"Widuchowa (2)";1791;
3207000;"Powiat kamieński";32977;
3207013;"Dziwnów (3)";3727;
3207014;"Dziwnów - miasto (4)";2510;
3207015;"Dziwnów - obszar wiejski (5)";1217;
3207023;"Golczewo (3)";3096;
3207024;"Golczewo - miasto (4)";2572;
3207025;"Golczewo - obszar wiejski (5)";524;
3207033;"Kamień Pomorski (3)";10963;
3207034;"Kamień Pomorski - miasto (4)";8412;
3207035;"Kamień Pomorski - obszar wiejski (5)";2551;
3207043;"Międzyzdroje (3)";5880;
3207044;"Międzyzdroje - miasto (4)";5007;
3207045;"Międzyzdroje - obszar wiejski (5)";873;
3207052;"Świerzno (2)";3175;
3207063;"Wolin (3)";6136;
3207064;"Wolin - miasto (4)";4095;
3207065;"Wolin - obszar wiejski (5)";2041;
3208000;"Powiat kołobrzeski";72668;
3208011;"Kołobrzeg (1)";45765;
3208022;"Dygowo (2)";4391;
3208033;"Gościno (3)";4084;
3208034;"Gościno - miasto (4)";2438;
3208035;"Gościno - obszar wiejski (5)";1646;
3208042;"Kołobrzeg (2)";10261;
3208052;"Rymań (2)";1944;
3208062;"Siemyśl (2)";3014;
3208072;"Ustronie Morskie (2)";3209;
3209000;"Powiat koszaliński";44809;
3209012;"Będzino (2)";3743;
3209022;"Biesiekierz (2)";5407;
3209033;"Bobolice (3)";8144;
3209034;"Bobolice - miasto (4)";3916;
3209035;"Bobolice - obszar wiejski (5)";4228;
3209042;"Manowo (2)";4041;
3209053;"Mielno (3)";4874;
3209054;"Mielno - miasto (4)";2894;
3209055;"Mielno - obszar wiejski (5)";1980;
3209063;"Polanów (3)";5013;
3209064;"Polanów - miasto (4)";2146;
3209065;"Polanów - obszar wiejski (5)";2867;
3209073;"Sianów (3)";7731;
3209074;"Sianów - miasto (4)";5543;
3209075;"Sianów - obszar wiejski (5)";2188;
3209082;"Świeszyno (2)";5856;
3210000;"Powiat myśliborski";49331;
3210013;"Barlinek (3)";17551;
3210014;"Barlinek - miasto (4)";13200;
3210015;"Barlinek - obszar wiejski (5)";4351;
3210022;"Boleszkowice (2)";1433;
3210033;"Dębno (3)";16007;
3210034;"Dębno - miasto (4)";12298;
3210035;"Dębno - obszar wiejski (5)";3709;
3210043;"Myślibórz (3)";13243;
3210044;"Myślibórz - miasto (4)";10362;
3210045;"Myślibórz - obszar wiejski (5)";2881;
3210052;"Nowogródek Pomorski (2)";1097;
3211000;"Powiat policki";75045;
3211012;"Dobra (Szczecińska) (2)";21852;
3211022;"Kołbaskowo (2)";13484;
3211033;"Nowe Warpno (3)";1169;
3211034;"Nowe Warpno - miasto (4)";1070;
3211035;"Nowe Warpno - obszar wiejski (5)";99;
3211043;"Police (3)";38540;
3211044;"Police - miasto (4)";32179;
3211045;"Police - obszar wiejski (5)";6361;
3212000;"Powiat pyrzycki";27115;
3212012;"Bielice (2)";1346;
3212022;"Kozielice (2)";1295;
3212033;"Lipiany (3)";4718;
3212034;"Lipiany - miasto (4)";3886;
3212035;"Lipiany - obszar wiejski (5)";832;
3212042;"Przelewice (2)";3795;
3212053;"Pyrzyce (3)";14053;
3212054;"Pyrzyce - miasto (4)";11583;
3212055;"Pyrzyce - obszar wiejski (5)";2470;
3212062;"Warnice (2)";1908;
3213000;"Powiat sławieński";35865;
3213011;"Darłowo (1)";12067;
3213021;"Sławno (1)";11704;
3213032;"Darłowo (2)";2520;
3213042;"Malechowo (2)";2530;
3213052;"Postomino (2)";3211;
3213062;"Sławno (2)";3833;
3214000;"Powiat stargardzki";98640;
3214011;"Stargard (1)";64935;
3214023;"Chociwel (3)";2855;
3214024;"Chociwel - miasto (4)";2855;
3214033;"Dobrzany (3)";2601;
3214034;"Dobrzany - miasto (4)";2010;
3214035;"Dobrzany - obszar wiejski (5)";591;
3214042;"Dolice (2)";7535;
3214053;"Ińsko (3)";2071;
3214054;"Ińsko - miasto (4)";1709;
3214055;"Ińsko - obszar wiejski (5)";362;
3214062;"Kobylanka (2)";3582;
3214082;"Marianowo (2)";1225;
3214092;"Stara Dąbrowa (2)";1604;
3214102;"Stargard (2)";8538;
3214113;"Suchań (3)";3694;
3214114;"Suchań - miasto (4)";1394;
3214115;"Suchań - obszar wiejski (5)";2300;
3215000;"Powiat szczecinecki";65459;
3215011;"Szczecinek (1)";38593;
3215023;"Barwice (3)";5710;
3215024;"Barwice - miasto (4)";3583;
3215025;"Barwice - obszar wiejski (5)";2127;
3215033;"Biały Bór (3)";3537;
3215034;"Biały Bór - miasto (4)";2174;
3215035;"Biały Bór - obszar wiejski (5)";1363;
3215043;"Borne Sulinowo (3)";8444;
3215044;"Borne Sulinowo - miasto (4)";4930;
3215045;"Borne Sulinowo - obszar wiejski (5)";3514;
3215052;"Grzmiąca (2)";2931;
3215062;"Szczecinek (2)";6244;
3216000;"Powiat świdwiński";38335;
3216011;"Świdwin (1)";13124;
3216022;"Brzeżno (2)";1586;
3216033;"Połczyn-Zdrój (3)";14225;
3216034;"Połczyn-Zdrój - miasto (4)";7221;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";7004;
3216042;"Rąbino (2)";3054;
3216052;"Sławoborze (2)";3652;
3216062;"Świdwin (2)";2694;
3217000;"Powiat wałecki";40121;
3217011;"Wałcz (1)";24250;
3217023;"Człopa (3)";3121;
3217024;"Człopa - miasto (4)";2307;
3217025;"Człopa - obszar wiejski (5)";814;
3217033;"Mirosławiec (3)";3879;
3217034;"Mirosławiec - miasto (4)";3006;
3217035;"Mirosławiec - obszar wiejski (5)";873;
3217043;"Tuczno (3)";3027;
3217044;"Tuczno - miasto (4)";1772;
3217045;"Tuczno - obszar wiejski (5)";1255;
3217052;"Wałcz (2)";5844;
3218000;"Powiat łobeski";24255;
3218013;"Dobra (3)";2978;
3218014;"Dobra - miasto (4)";2202;
3218015;"Dobra - obszar wiejski (5)";776;
3218023;"Łobez (3)";10757;
3218024;"Łobez - miasto (4)";9227;
3218025;"Łobez - obszar wiejski (5)";1530;
3218032;"Radowo Małe (2)";2352;
3218043;"Resko (3)";5350;
3218044;"Resko - miasto (4)";3538;
3218045;"Resko - obszar wiejski (5)";1812;
3218053;"Węgorzyno (3)";2818;
3218054;"Węgorzyno - miasto (4)";2453;
3218055;"Węgorzyno - obszar wiejski (5)";365;
3261000;"Powiat m.Koszalin";100431;
3261011;"Koszalin (1)";100431;
3262000;"Powiat m.Szczecin";344066;
3262011;"Szczecin (1)";344066;
3263000;"Powiat m.Świnoujście";38736;
3263011;"Świnoujście (1)";38736;
