"Kod";"Nazwa";"wskaźnik świadczenia usług odbioru odpadów komunalnych z nieruchomości zamieszkanych;2020;[%]";"wskaźnik efektywności kosztowej ogółem usług odebranych odpadów komunalnych;2020;[zł/t]";
1608033;"Olesno (3)";73,3;812,20;
1608034;"Olesno - miasto (4)";0,0;0,00;
1608035;"Olesno - obszar wiejski (5)";0,0;0,00;
1608043;"Praszka (3)";77,6;283,56;
1608044;"Praszka - miasto (4)";0,0;0,00;
1608045;"Praszka - obszar wiejski (5)";0,0;0,00;
1608052;"Radłów (2)";98,9;1004,76;
1608062;"Rudniki (2)";91,2;584,83;
1608072;"Zębowice (2)";97,2;626,10;
1609000;"Powiat opolski";0,0;0,00;
1609012;"Chrząstowice (2)";89,5;607,04;
1609022;"Dąbrowa (2)";87,9;612,00;
1609032;"Dobrzeń Wielki (2)";77,9;662,68;
1609042;"Komprachcice (2)";89,9;593,17;
1609052;"Łubniany (2)";72,4;697,75;
1609062;"Murów (2)";99,9;388,03;
1609073;"Niemodlin (3)";75,1;775,32;
1609074;"Niemodlin - miasto (4)";0,0;0,00;
1609075;"Niemodlin - obszar wiejski (5)";0,0;0,00;
1609083;"Ozimek (3)";88,7;215,02;
1609084;"Ozimek - miasto (4)";0,0;0,00;
1609085;"Ozimek - obszar wiejski (5)";0,0;0,00;
1609092;"Popielów (2)";91,9;556,27;
1609103;"Prószków (3)";77,9;631,93;
1609104;"Prószków - miasto (4)";0,0;0,00;
1609105;"Prószków - obszar wiejski (5)";0,0;0,00;
1609112;"Tarnów Opolski (2)";84,7;690,29;
1609123;"Tułowice (3)";86,5;666,39;
1609124;"Tułowice - miasto (4)";0,0;0,00;
1609125;"Tułowice - obszar wiejski (5)";0,0;0,00;
1609132;"Turawa (2)";77,8;520,48;
1610000;"Powiat prudnicki";0,0;0,00;
1610013;"Biała (3)";82,9;782,42;
1610014;"Biała - miasto (4)";0,0;0,00;
1610015;"Biała - obszar wiejski (5)";0,0;0,00;
1610023;"Głogówek (3)";94,0;621,38;
1610024;"Głogówek - miasto (4)";0,0;0,00;
1610025;"Głogówek - obszar wiejski (5)";0,0;0,00;
1610032;"Lubrza (2)";83,7;740,29;
1610043;"Prudnik (3)";91,0;655,15;
1610044;"Prudnik - miasto (4)";0,0;0,00;
1610045;"Prudnik - obszar wiejski (5)";0,0;0,00;
1611000;"Powiat strzelecki";0,0;0,00;
1611012;"Izbicko (2)";94,9;500,10;
1611022;"Jemielnica (2)";81,0;723,11;
1611033;"Kolonowskie (3)";90,0;580,82;
1611034;"Kolonowskie - miasto (4)";0,0;0,00;
1611035;"Kolonowskie - obszar wiejski (5)";0,0;0,00;
1611043;"Leśnica (3)";93,0;606,06;
1611044;"Leśnica - miasto (4)";0,0;0,00;
1611045;"Leśnica - obszar wiejski (5)";0,0;0,00;
1611053;"Strzelce Opolskie (3)";75,5;599,44;
1611054;"Strzelce Opolskie - miasto (4)";0,0;0,00;
1611055;"Strzelce Opolskie - obszar wiejski (5)";0,0;0,00;
1611063;"Ujazd (3)";72,9;559,60;
1611064;"Ujazd - miasto (4)";0,0;0,00;
1611065;"Ujazd - obszar wiejski (5)";0,0;0,00;
1611073;"Zawadzkie (3)";88,4;610,20;
1611074;"Zawadzkie - miasto (4)";0,0;0,00;
1611075;"Zawadzkie - obszar wiejski (5)";0,0;0,00;
1661000;"Powiat m.Opole";74,9;701,74;
1661011;"Opole (1)";74,9;701,74;
1800000;"PODKARPACKIE";78,0;897,75;
1801000;"Powiat bieszczadzki";0,0;0,00;
1801032;"Czarna (2)";84,1;626,79;
1801052;"Lutowiska (2)";95,0;819,06;
1801083;"Ustrzyki Dolne (3)";76,0;1009,42;
1801084;"Ustrzyki Dolne - miasto (4)";0,0;0,00;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";0,0;0,00;
1802000;"Powiat brzozowski";0,0;0,00;
1802013;"Brzozów (3)";78,6;1096,10;
1802014;"Brzozów - miasto (4)";0,0;0,00;
1802015;"Brzozów - obszar wiejski (5)";0,0;0,00;
1802022;"Domaradz (2)";97,8;1570,01;
1802032;"Dydnia (2)";85,8;1706,86;
1802042;"Haczów (2)";89,3;1103,23;
1802052;"Jasienica Rosielna (2)";73,6;1340,53;
1802062;"Nozdrzec (2)";95,7;1321,63;
1803000;"Powiat dębicki";0,0;0,00;
1803011;"Dębica (1)";72,5;807,40;
1803023;"Brzostek (3)";93,6;1379,67;
1803024;"Brzostek - miasto (4)";0,0;0,00;
1803025;"Brzostek - obszar wiejski (5)";0,0;0,00;
1803032;"Czarna (2)";84,1;1336,09;
1803042;"Dębica (2)";87,8;507,13;
1803052;"Jodłowa (2)";99,0;2069,26;
1803063;"Pilzno (3)";75,0;1112,46;
1803064;"Pilzno - miasto (4)";0,0;0,00;
1803065;"Pilzno - obszar wiejski (5)";0,0;0,00;
1803072;"Żyraków (2)";84,6;1569,00;
1804000;"Powiat jarosławski";0,0;0,00;
1804011;"Jarosław (1)";70,0;923,21;
1804021;"Radymno (1)";81,6;1006,22;
1804032;"Chłopice (2)";82,0;1101,15;
1804042;"Jarosław (2)";77,9;859,90;
1804052;"Laszki (2)";87,0;1106,90;
1804062;"Pawłosiów (2)";89,3;1108,89;
1804073;"Pruchnik (3)";88,7;1011,61;
1804074;"Pruchnik - miasto (4)";0,0;0,00;
1804075;"Pruchnik - obszar wiejski (5)";0,0;0,00;
1804082;"Radymno (2)";95,0;677,49;
1804092;"Rokietnica (2)";88,7;1201,47;
1804102;"Roźwienica (2)";80,0;1117,12;
1804112;"Wiązownica (2)";70,5;851,56;
1805000;"Powiat jasielski";0,0;0,00;
1805011;"Jasło (1)";92,7;850,25;
1805022;"Brzyska (2)";91,0;1141,40;
1805032;"Dębowiec (2)";91,5;1045,43;
1805042;"Jasło (2)";93,0;965,90;
1805053;"Kołaczyce (3)";91,0;1074,76;
1805054;"Kołaczyce - miasto (4)";0,0;0,00;
1805055;"Kołaczyce - obszar wiejski (5)";0,0;0,00;
1805062;"Krempna (2)";99,3;1032,06;
1805072;"Nowy Żmigród (2)";87,3;1043,02;
1805082;"Osiek Jasielski (2)";90,7;1047,37;
1805092;"Skołyszyn (2)";95,6;1179,03;
1805112;"Tarnowiec (2)";75,0;1044,68;
1806000;"Powiat kolbuszowski";0,0;0,00;
1806012;"Cmolas (2)";85,5;983,24;
1806023;"Kolbuszowa (3)";70,8;1017,65;
1806024;"Kolbuszowa - miasto (4)";0,0;0,00;
1806025;"Kolbuszowa - obszar wiejski (5)";0,0;0,00;
1806032;"Majdan Królewski (2)";90,5;1150,97;
1806042;"Niwiska (2)";100,0;1148,85;
1806052;"Raniżów (2)";85,9;937,49;
1806062;"Dzikowiec (2)";86,1;1304,65;
1807000;"Powiat krośnieński";0,0;0,00;
1807012;"Chorkówka (2)";85,6;1122,30;
1807023;"Dukla (3)";78,9;1121,93;
1807024;"Dukla - miasto (4)";0,0;0,00;
1807025;"Dukla - obszar wiejski (5)";0,0;0,00;
1807033;"Iwonicz-Zdrój (3)";66,2;994,01;
1807034;"Iwonicz-Zdrój - miasto (4)";0,0;0,00;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";0,0;0,00;
1807043;"Jedlicze (3)";78,8;953,36;
1807044;"Jedlicze - miasto (4)";0,0;0,00;
1807045;"Jedlicze - obszar wiejski (5)";0,0;0,00;
1807052;"Korczyna (2)";78,0;1325,51;
1807062;"Krościenko Wyżne (2)";71,0;1089,35;
1807072;"Miejsce Piastowe (2)";67,7;1050,58;
1807083;"Rymanów (3)";81,0;1363,88;
1807084;"Rymanów - miasto (4)";0,0;0,00;
1807085;"Rymanów - obszar wiejski (5)";0,0;0,00;
1807092;"Wojaszówka (2)";79,7;874,08;
1807102;"Jaśliska (2)";86,8;1366,38;
1808000;"Powiat leżajski";0,0;0,00;
1808011;"Leżajsk (1)";72,7;488,80;
1808022;"Grodzisko Dolne (2)";78,2;854,99;
1808032;"Kuryłówka (2)";87,6;873,57;
1808042;"Leżajsk (2)";80,9;681,10;
1808053;"Nowa Sarzyna (3)";92,7;1003,77;
1808054;"Nowa Sarzyna - miasto (4)";0,0;0,00;
1808055;"Nowa Sarzyna - obszar wiejski (5)";0,0;0,00;
1809000;"Powiat lubaczowski";0,0;0,00;
1809011;"Lubaczów (1)";78,2;1109,27;
1809023;"Cieszanów (3)";83,0;971,62;
1809024;"Cieszanów - miasto (4)";0,0;0,00;
1809025;"Cieszanów - obszar wiejski (5)";0,0;0,00;
1809032;"Horyniec-Zdrój (2)";66,7;929,99;
1809042;"Lubaczów (2)";80,0;1119,56;
1809053;"Narol (3)";96,9;625,78;
1809054;"Narol - miasto (4)";0,0;0,00;
1809055;"Narol - obszar wiejski (5)";0,0;0,00;
1809063;"Oleszyce (3)";91,6;1029,60;
1809064;"Oleszyce - miasto (4)";0,0;0,00;
1809065;"Oleszyce - obszar wiejski (5)";0,0;0,00;
1809072;"Stary Dzików (2)";97,7;871,58;
1809082;"Wielkie Oczy (2)";91,7;1091,23;
1810000;"Powiat łańcucki";0,0;0,00;
1810011;"Łańcut (1)";48,9;597,66;
1810022;"Białobrzegi (2)";73,2;1072,26;
1810032;"Czarna (2)";84,1;799,95;
1810042;"Łańcut (2)";93,0;1442,50;
1810052;"Markowa (2)";88,1;1413,82;
1810062;"Rakszawa (2)";69,0;710,12;
1810072;"Żołynia (2)";79,6;1009,38;
1811000;"Powiat mielecki";0,0;0,00;
1811011;"Mielec (1)";73,6;891,80;
1811022;"Borowa (2)";94,0;720,24;
1811032;"Czermin (2)";89,7;1752,78;
1811042;"Gawłuszowice (2)";87,4;1077,02;
1811052;"Mielec (2)";82,2;1096,86;
1811062;"Padew Narodowa (2)";86,0;1166,31;
1811073;"Przecław (3)";87,0;1089,31;
1811074;"Przecław - miasto (4)";0,0;0,00;
1811075;"Przecław - obszar wiejski (5)";0,0;0,00;
1811083;"Radomyśl Wielki (3)";79,6;1284,67;
1811084;"Radomyśl Wielki - miasto (4)";0,0;0,00;
1811085;"Radomyśl Wielki - obszar wiejski (5)";0,0;0,00;
1811092;"Tuszów Narodowy (2)";89,6;1094,00;
1811102;"Wadowice Górne (2)";72,4;1130,88;
1812000;"Powiat niżański";0,0;0,00;
1812012;"Harasiuki (2)";83,0;710,30;
1812022;"Jarocin (2)";87,0;880,89;
1812032;"Jeżowe (2)";99,4;1185,60;
1812042;"Krzeszów (2)";90,3;551,86;
1812053;"Nisko (3)";75,9;711,25;
1812054;"Nisko - miasto (4)";0,0;0,00;
1812055;"Nisko - obszar wiejski (5)";0,0;0,00;
1812063;"Rudnik nad Sanem (3)";77,9;947,06;
1812064;"Rudnik nad Sanem - miasto (4)";0,0;0,00;
1812065;"Rudnik nad Sanem - obszar wiejski (5)";0,0;0,00;
1812073;"Ulanów (3)";78,8;587,72;
1812074;"Ulanów - miasto (4)";0,0;0,00;
1812075;"Ulanów - obszar wiejski (5)";0,0;0,00;
1813000;"Powiat przemyski";0,0;0,00;
1813012;"Bircza (2)";88,0;1452,38;
1813022;"Dubiecko (2)";77,0;1161,65;
1813032;"Fredropol (2)";81,1;1011,42;
1813042;"Krasiczyn (2)";79,3;961,71;
1813052;"Krzywcza (2)";86,7;1109,12;
1813062;"Medyka (2)";78,4;923,20;
1813072;"Orły (2)";88,5;804,80;
1813082;"Przemyśl (2)";87,4;1019,83;
1813092;"Stubno (2)";90,7;884,01;
1813102;"Żurawica (2)";85,0;1055,85;
1814000;"Powiat przeworski";0,0;0,00;
1814011;"Przeworsk (1)";93,7;921,22;
1814022;"Adamówka (2)";84,0;845,82;
1814032;"Gać (2)";94,5;1003,83;
1814042;"Jawornik Polski (2)";96,8;1358,78;
1814053;"Kańczuga (3)";76,0;1010,00;
1814054;"Kańczuga - miasto (4)";0,0;0,00;
1814055;"Kańczuga - obszar wiejski (5)";0,0;0,00;
1814062;"Przeworsk (2)";92,2;1150,92;
1814073;"Sieniawa (3)";73,7;957,97;
1814074;"Sieniawa - miasto (4)";0,0;0,00;
1814075;"Sieniawa - obszar wiejski (5)";0,0;0,00;
1814082;"Tryńcza (2)";89,0;773,90;
1814092;"Zarzecze (2)";86,1;1086,36;
1815000;"Powiat ropczycko-sędziszowski";0,0;0,00;
1815012;"Iwierzyce (2)";84,9;941,33;
1815022;"Ostrów (2)";78,8;907,10;
1815033;"Ropczyce (3)";74,4;578,13;
1815034;"Ropczyce - miasto (4)";0,0;0,00;
1815035;"Ropczyce - obszar wiejski (5)";0,0;0,00;
1815043;"Sędziszów Małopolski (3)";80,5;582,16;
1815044;"Sędziszów Małopolski - miasto (4)";0,0;0,00;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";0,0;0,00;
1815052;"Wielopole Skrzyńskie (2)";92,7;917,36;
1816000;"Powiat rzeszowski";0,0;0,00;
1816011;"Dynów (1)";70,4;904,89;
1816023;"Błażowa (3)";79,7;1131,09;
1816024;"Błażowa - miasto (4)";0,0;0,00;
1816025;"Błażowa - obszar wiejski (5)";0,0;0,00;
1816033;"Boguchwała (3)";76,0;1088,03;
1816034;"Boguchwała - miasto (4)";0,0;0,00;
1816035;"Boguchwała - obszar wiejski (5)";0,0;0,00;
1816042;"Chmielnik (2)";96,1;1249,72;
1816052;"Dynów (2)";84,1;1402,20;
1816063;"Głogów Małopolski (3)";68,2;1014,92;
1816064;"Głogów Małopolski - miasto (4)";0,0;0,00;
1816065;"Głogów Małopolski - obszar wiejski (5)";0,0;0,00;
1816072;"Hyżne (2)";85,5;1455,02;
1816082;"Kamień (2)";88,2;1028,18;
1816092;"Krasne (2)";77,8;983,08;
1816102;"Lubenia (2)";80,5;1141,59;
1816113;"Sokołów Małopolski (3)";72,6;648,56;
1816114;"Sokołów Małopolski - miasto (4)";0,0;0,00;
1816115;"Sokołów Małopolski - obszar wiejski (5)";0,0;0,00;
1816122;"Świlcza (2)";84,1;1314,51;
1816132;"Trzebownisko (2)";71,5;760,39;
1816143;"Tyczyn (3)";71,0;967,77;
1816144;"Tyczyn - miasto (4)";0,0;0,00;
1816145;"Tyczyn - obszar wiejski (5)";0,0;0,00;
1817000;"Powiat sanocki";0,0;0,00;
1817011;"Sanok (1)";70,0;867,36;
1817022;"Besko (2)";86,2;1462,77;
1817032;"Bukowsko (2)";84,3;1733,09;
1817042;"Komańcza (2)";73,2;1412,59;
1817052;"Sanok (2)";88,0;1187,14;
1817062;"Tyrawa Wołoska (2)";95,9;1816,48;
1817073;"Zagórz (3)";80,9;1487,84;
1817074;"Zagórz - miasto (4)";0,0;0,00;
1817075;"Zagórz - obszar wiejski (5)";0,0;0,00;
1817082;"Zarszyn (2)";78,9;1423,91;
1818000;"Powiat stalowowolski";0,0;0,00;
1818011;"Stalowa Wola (1)";87,1;621,33;
1818022;"Bojanów (2)";100,0;1233,99;
1818032;"Pysznica (2)";91,2;737,57;
1818042;"Radomyśl nad Sanem (2)";92,5;679,76;
1818053;"Zaklików (3)";100,0;838,41;
1818054;"Zaklików - miasto (4)";0,0;0,00;
1818055;"Zaklików - obszar wiejski (5)";0,0;0,00;
1818062;"Zaleszany (2)";92,7;821,55;
1819000;"Powiat strzyżowski";0,0;0,00;
1819012;"Czudec (2)";99,9;1177,70;
1819022;"Frysztak (2)";76,2;1213,70;
1819032;"Niebylec (2)";85,9;1258,09;
1819043;"Strzyżów (3)";82,7;888,71;
1819044;"Strzyżów - miasto (4)";0,0;0,00;
1819045;"Strzyżów - obszar wiejski (5)";0,0;0,00;
1819052;"Wiśniowa (2)";88,7;1194,02;
1820000;"Powiat tarnobrzeski";0,0;0,00;
1820013;"Baranów Sandomierski (3)";100,0;1179,38;
1820014;"Baranów Sandomierski - miasto (4)";0,0;0,00;
1820015;"Baranów Sandomierski - obszar wiejski (5)";0,0;0,00;
1820022;"Gorzyce (2)";87,1;699,33;
1820032;"Grębów (2)";89,4;845,10;
1820043;"Nowa Dęba (3)";62,0;1110,13;
1820044;"Nowa Dęba - miasto (4)";0,0;0,00;
1820045;"Nowa Dęba - obszar wiejski (5)";0,0;0,00;
1821000;"Powiat leski";0,0;0,00;
1821012;"Baligród (2)";84,2;1073,54;
1821022;"Cisna (2)";93,0;1116,88;
1821033;"Lesko (3)";65,0;647,64;
1821034;"Lesko - miasto (4)";0,0;0,00;
1821035;"Lesko - obszar wiejski (5)";0,0;0,00;
1821042;"Olszanica (2)";85,0;1229,71;
1821052;"Solina (2)";51,5;1142,41;
1861000;"Powiat m.Krosno";70,9;646,25;
1861011;"Krosno (1)";70,9;646,25;
1862000;"Powiat m.Przemyśl";73,6;822,25;
1862011;"Przemyśl (1)";73,6;822,25;
1863000;"Powiat m.Rzeszów";70,8;748,29;
1863011;"Rzeszów (1)";70,8;748,29;
1864000;"Powiat m.Tarnobrzeg";69,6;936,09;
1864011;"Tarnobrzeg (1)";69,6;936,09;
2000000;"PODLASKIE";84,2;586,53;
2001000;"Powiat augustowski";0,0;0,00;
2001011;"Augustów (1)";82,6;591,03;
2001022;"Augustów (2)";85,2;948,00;
2001032;"Bargłów Kościelny (2)";80,0;1084,02;
2001043;"Lipsk (3)";76,2;834,71;
2001044;"Lipsk - miasto (4)";0,0;0,00;
2001045;"Lipsk - obszar wiejski (5)";0,0;0,00;
2001052;"Nowinka (2)";78,4;833,98;
2001062;"Płaska (2)";49,4;795,61;
2001072;"Sztabin (2)";87,2;975,46;
2002000;"Powiat białostocki";0,0;0,00;
2002013;"Choroszcz (3)";88,1;518,63;
2002014;"Choroszcz - miasto (4)";0,0;0,00;
2002015;"Choroszcz - obszar wiejski (5)";0,0;0,00;
2002023;"Czarna Białostocka (3)";96,7;543,25;
2002024;"Czarna Białostocka - miasto (4)";0,0;0,00;
2002025;"Czarna Białostocka - obszar wiejski (5)";0,0;0,00;
2002032;"Dobrzyniewo Duże (2)";88,2;765,76;
2002042;"Gródek (2)";92,3;758,81;
2002052;"Juchnowiec Kościelny (2)";88,0;374,85;
2002063;"Łapy (3)";74,9;650,56;
2002064;"Łapy - miasto (4)";0,0;0,00;
2002065;"Łapy - obszar wiejski (5)";0,0;0,00;
2002073;"Michałowo (3)";92,1;770,91;
2002074;"Michałowo - miasto (4)";0,0;0,00;
2002075;"Michałowo - obszar wiejski (5)";0,0;0,00;
2002082;"Poświętne (2)";88,9;1554,31;
2002093;"Supraśl (3)";86,2;462,97;
2002094;"Supraśl - miasto (4)";0,0;0,00;
2002095;"Supraśl - obszar wiejski (5)";0,0;0,00;
2002103;"Suraż (3)";90,1;842,84;
2002104;"Suraż - miasto (4)";0,0;0,00;
2002105;"Suraż - obszar wiejski (5)";0,0;0,00;
2002112;"Turośń Kościelna (2)";100,0;618,34;
2002123;"Tykocin (3)";87,8;863,93;
2002124;"Tykocin - miasto (4)";0,0;0,00;
2002125;"Tykocin - obszar wiejski (5)";0,0;0,00;
2002133;"Wasilków (3)";95,4;602,33;
2002134;"Wasilków - miasto (4)";0,0;0,00;
2002135;"Wasilków - obszar wiejski (5)";0,0;0,00;
2002143;"Zabłudów (3)";94,7;804,51;
2002144;"Zabłudów - miasto (4)";0,0;0,00;
2002145;"Zabłudów - obszar wiejski (5)";0,0;0,00;
2002152;"Zawady (2)";91,1;822,54;
2003000;"Powiat bielski";0,0;0,00;
2003011;"Bielsk Podlaski (1)";67,6;561,37;
2003021;"Brańsk (1)";63,8;449,52;
2003032;"Bielsk Podlaski (2)";97,5;783,07;
2003042;"Boćki (2)";85,5;754,93;
2003052;"Brańsk (2)";93,1;926,45;
2003062;"Orla (2)";79,1;736,74;
2003072;"Rudka (2)";87,7;896,69;
2003082;"Wyszki (2)";89,9;954,19;
2004000;"Powiat grajewski";0,0;0,00;
2004011;"Grajewo (1)";61,9;571,08;
2004022;"Grajewo (2)";84,2;886,91;
2004032;"Radziłów (2)";91,3;874,36;
2004043;"Rajgród (3)";100,0;793,84;
2004044;"Rajgród - miasto (4)";0,0;0,00;
2004045;"Rajgród - obszar wiejski (5)";0,0;0,00;
2004053;"Szczuczyn (3)";94,4;679,86;
2004054;"Szczuczyn - miasto (4)";0,0;0,00;
2004055;"Szczuczyn - obszar wiejski (5)";0,0;0,00;
2004062;"Wąsosz (2)";94,5;931,67;
2005000;"Powiat hajnowski";0,0;0,00;
2005011;"Hajnówka (1)";81,8;367,47;
2005022;"Białowieża (2)";42,1;417,84;
2005032;"Czeremcha (2)";83,8;857,93;
2005042;"Czyże (2)";77,6;799,02;
2005052;"Dubicze Cerkiewne (2)";82,0;1116,41;
2005062;"Hajnówka (2)";78,7;762,40;
2005073;"Kleszczele (3)";83,7;740,86;
2005074;"Kleszczele - miasto (4)";0,0;0,00;
2005075;"Kleszczele - obszar wiejski (5)";0,0;0,00;
2005082;"Narew (2)";52,8;1098,40;
2005092;"Narewka (2)";62,0;610,22;
2006000;"Powiat kolneński";0,0;0,00;
2006011;"Kolno (1)";80,9;484,73;
2006022;"Grabowo (2)";84,7;956,45;
2006032;"Kolno (2)";96,0;876,43;
2006042;"Mały Płock (2)";81,5;747,30;
2006053;"Stawiski (3)";88,9;662,76;
2006054;"Stawiski - miasto (4)";0,0;0,00;
2006055;"Stawiski - obszar wiejski (5)";0,0;0,00;
2006062;"Turośl (2)";98,7;1113,27;
2007000;"Powiat łomżyński";0,0;0,00;
2007013;"Jedwabne (3)";81,0;832,40;
2007014;"Jedwabne - miasto (4)";0,0;0,00;
2007015;"Jedwabne - obszar wiejski (5)";0,0;0,00;
2007022;"Łomża (2)";90,2;677,27;
2007032;"Miastkowo (2)";90,8;650,70;
2007043;"Nowogród (3)";91,5;750,31;
2007044;"Nowogród - miasto (4)";0,0;0,00;
2007045;"Nowogród - obszar wiejski (5)";0,0;0,00;
2007052;"Piątnica (2)";76,3;629,51;
2007062;"Przytuły (2)";74,6;994,41;
2007072;"Śniadowo (2)";91,4;708,87;
2007082;"Wizna (2)";83,0;876,59;
2007092;"Zbójna (2)";97,0;1377,31;
2008000;"Powiat moniecki";0,0;0,00;
2008013;"Goniądz (3)";77,5;744,17;
2008014;"Goniądz - miasto (4)";0,0;0,00;
2008015;"Goniądz - obszar wiejski (5)";0,0;0,00;
2008022;"Jasionówka (2)";86,0;1048,27;
2008032;"Jaświły (2)";75,0;758,65;
2008043;"Knyszyn (3)";92,0;312,50;
2008044;"Knyszyn - miasto (4)";0,0;0,00;
2008045;"Knyszyn - obszar wiejski (5)";0,0;0,00;
2008052;"Krypno (2)";86,3;1115,23;
2008063;"Mońki (3)";85,7;711,49;
2008064;"Mońki - miasto (4)";0,0;0,00;
2008065;"Mońki - obszar wiejski (5)";0,0;0,00;
2008072;"Trzcianne (2)";85,2;918,45;
2009000;"Powiat sejneński";0,0;0,00;
2009011;"Sejny (1)";81,8;646,35;
2009022;"Giby (2)";77,0;939,37;
2009032;"Krasnopol (2)";75,1;810,39;
2009042;"Puńsk (2)";79,4;958,12;
2009052;"Sejny (2)";94,9;872,41;
2010000;"Powiat siemiatycki";0,0;0,00;
2010011;"Siemiatycze (1)";65,3;433,06;
2010023;"Drohiczyn (3)";93,7;708,99;
2010024;"Drohiczyn - miasto (4)";0,0;0,00;
2010025;"Drohiczyn - obszar wiejski (5)";0,0;0,00;
2010032;"Dziadkowice (2)";84,1;1025,69;
2010042;"Grodzisk (2)";79,8;1184,06;
2010052;"Mielnik (2)";88,1;1425,94;
2010062;"Milejczyce (2)";87,2;1440,37;
2010072;"Nurzec-Stacja (2)";83,1;845,07;
2010082;"Perlejewo (2)";95,3;879,12;
2010092;"Siemiatycze (2)";89,9;1021,40;
2011000;"Powiat sokólski";0,0;0,00;
2011013;"Dąbrowa Białostocka (3)";84,6;738,94;
2011014;"Dąbrowa Białostocka - miasto (4)";0,0;0,00;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";0,0;0,00;
2011022;"Janów (2)";74,8;2039,13;
2011032;"Korycin (2)";66,9;2031,72;
2011043;"Krynki (3)";81,8;738,93;
2011044;"Krynki - miasto (4)";0,0;0,00;
2011045;"Krynki - obszar wiejski (5)";0,0;0,00;
2011052;"Kuźnica (2)";87,2;956,56;
2011062;"Nowy Dwór (2)";94,1;811,38;
2011072;"Sidra (2)";95,4;1077,31;
2011083;"Sokółka (3)";83,3;995,12;
2011084;"Sokółka - miasto (4)";0,0;0,00;
2011085;"Sokółka - obszar wiejski (5)";0,0;0,00;
2011093;"Suchowola (3)";82,7;943,70;
2011094;"Suchowola - miasto (4)";0,0;0,00;
2011095;"Suchowola - obszar wiejski (5)";0,0;0,00;
2011102;"Szudziałowo (2)";93,5;1066,25;
2012000;"Powiat suwalski";0,0;0,00;
2012012;"Bakałarzewo (2)";84,7;693,69;
2012022;"Filipów (2)";86,7;945,68;
2012032;"Jeleniewo (2)";70,0;1005,69;
2012042;"Przerośl (2)";85,0;1056,52;
2012052;"Raczki (2)";70,0;1064,89;
2012062;"Rutka-Tartak (2)";90,0;1041,61;
2012072;"Suwałki (2)";79,3;899,88;
2012082;"Szypliszki (2)";75,0;683,91;
2012092;"Wiżajny (2)";70,0;1080,01;
2013000;"Powiat wysokomazowiecki";0,0;0,00;
2013011;"Wysokie Mazowieckie (1)";84,2;415,66;
2013023;"Ciechanowiec (3)";85,7;800,33;
2013024;"Ciechanowiec - miasto (4)";0,0;0,00;
2013025;"Ciechanowiec - obszar wiejski (5)";0,0;0,00;
2013033;"Czyżew (3)";81,6;619,25;
2013034;"Czyżew - miasto (4)";0,0;0,00;
2013035;"Czyżew - obszar wiejski (5)";0,0;0,00;
2013042;"Klukowo (2)";80,0;918,50;
2013052;"Kobylin-Borzymy (2)";78,3;834,74;
2013062;"Kulesze Kościelne (2)";98,5;931,53;
2013072;"Nowe Piekuty (2)";91,0;1355,88;
2013082;"Sokoły (2)";89,1;538,36;
2013093;"Szepietowo (3)";83,1;704,30;
2013094;"Szepietowo - miasto (4)";0,0;0,00;
2013095;"Szepietowo - obszar wiejski (5)";0,0;0,00;
2013102;"Wysokie Mazowieckie (2)";96,6;1044,50;
2014000;"Powiat zambrowski";0,0;0,00;
2014011;"Zambrów (1)";90,8;294,74;
2014022;"Kołaki Kościelne (2)";78,6;781,21;
2014032;"Rutki (2)";82,1;1017,42;
2014042;"Szumowo (2)";55,8;524,40;
2014052;"Zambrów (2)";93,8;556,28;
2061000;"Powiat m.Białystok";91,7;499,16;
2061011;"Białystok (1)";91,7;499,16;
2062000;"Powiat m.Łomża";71,5;369,23;
2062011;"Łomża (1)";71,5;369,23;
2063000;"Powiat m.Suwałki";79,0;481,81;
2063011;"Suwałki (1)";79,0;481,81;
2200000;"POMORSKIE";77,5;721,75;
2201000;"Powiat bytowski";0,0;0,00;
2201012;"Borzytuchom (2)";100,0;753,14;
2201023;"Bytów (3)";97,3;786,18;
2201024;"Bytów - miasto (4)";0,0;0,00;
2201025;"Bytów - obszar wiejski (5)";0,0;0,00;
2201032;"Czarna Dąbrówka (2)";94,9;1014,43;
2201042;"Kołczygłowy (2)";83,2;714,26;
2201052;"Lipnica (2)";87,8;909,23;
2201063;"Miastko (3)";84,9;877,34;
2201064;"Miastko - miasto (4)";0,0;0,00;
2201065;"Miastko - obszar wiejski (5)";0,0;0,00;
2201072;"Parchowo (2)";100,0;565,89;
2201082;"Studzienice (2)";100,0;818,08;
2201092;"Trzebielino (2)";99,2;1221,72;
2201102;"Tuchomie (2)";100,0;675,14;
2202000;"Powiat chojnicki";0,0;0,00;
2202011;"Chojnice (1)";76,2;409,31;
2202023;"Brusy (3)";91,0;469,31;
2202024;"Brusy - miasto (4)";0,0;0,00;
2202025;"Brusy - obszar wiejski (5)";0,0;0,00;
2202032;"Chojnice (2)";72,0;244,27;
2202043;"Czersk (3)";85,7;613,74;
2202044;"Czersk - miasto (4)";0,0;0,00;
2202045;"Czersk - obszar wiejski (5)";0,0;0,00;
2202052;"Konarzyny (2)";77,6;683,57;
